Country,State,Year,Gender,Type Of Disease,"Cases (UOM:Number), Scaling Factor:1","Deaths (UOM:Number), Scaling Factor:1"
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Chicken Pox,2527,7
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Cholera,41,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Diphtheria,186,2
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Encephalitis,36,3
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Enteric Fever(Typhoid),119919,2
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Gonococcal Infection,64,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Measles,2358,2
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Meningococcal Meningitis,416,36
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Pneumonia(All Causes),127465,255
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Rabies,13,13
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Syphilis,32,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Tetanus Neonatal,12,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Tetanus Other than Neonatal,19,5
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Viral Hepatitis(All Causes),1420,11
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Viral Meningitis,274,6
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Whooping Cough,361,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Acute Diarrhoeal Diseases,1147888,95
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Acute Respiratory Infection,2279282,378
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Chicken Pox,3599,24
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Cholera,85,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Diphtheria,165,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Encephalitis,61,10
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Enteric Fever(Typhoid),131377,15
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Gonococcal Infection,40,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Measles,2528,6
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Meningococcal Meningitis,551,44
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Pneumonia(All Causes),139080,405
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Rabies,33,33
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Syphilis,40,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Tetanus Neonatal,6,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Tetanus Other than Neonatal,24,3
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Viral Hepatitis(All Causes),2284,70
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Viral Meningitis,139,5
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Whooping Cough,520,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",,Acute Encephalitis Syndrome,1762,146
India,West Bengal,"Calendar Year (Jan - Dec), 2018",,Chikungunya,52,
India,West Bengal,"Calendar Year (Jan - Dec), 2018",,Dengue,23301,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",,Influenza,295,10
India,West Bengal,"Calendar Year (Jan - Dec), 2018",,Japanese Encephalitis,140,35
India,West Bengal,"Calendar Year (Jan - Dec), 2018",,Kala-azar,96,3
India,West Bengal,"Calendar Year (Jan - Dec), 2018",,Malaria,26440,8
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Acute Diarrhoeal Diseases,7085,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Acute Respiratory Infection,18539,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Chicken Pox,189,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Cholera,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Diphtheria,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Encephalitis,4,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Enteric Fever(Typhoid),293,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Gonococcal Infection,2,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Measles,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Meningococcal Meningitis,8,2
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Pneumonia(All Causes),125,10
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Rabies,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Syphilis,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Neonatal,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Other than Neonatal,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Viral Hepatitis(All Causes),23,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Viral Meningitis,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Whooping Cough,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Acute Diarrhoeal Diseases,8666,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Acute Respiratory Infection,21014,2
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Chicken Pox,193,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Cholera,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Diphtheria,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Encephalitis,4,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Enteric Fever(Typhoid),371,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Gonococcal Infection,1,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Measles,1,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Meningococcal Meningitis,9,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Pneumonia(All Causes),155,11
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Rabies,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Syphilis,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Neonatal,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Other than Neonatal,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Viral Hepatitis(All Causes),49,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Viral Meningitis,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Whooping Cough,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",,Acute Encephalitis Syndrome,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",,Chikungunya,93,
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",,Dengue,18,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",,Influenza,2,1
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",,Japanese Encephalitis,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",,Kala-azar,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",,Malaria,505,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Acute Diarrhoeal Diseases,602407,20
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Acute Respiratory Infection,1547563,130
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Chicken Pox,690,3
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Cholera,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Diphtheria,2,1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Encephalitis,278,20
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Enteric Fever(Typhoid),82185,6
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Gonococcal Infection,10316,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Measles,27,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Meningococcal Meningitis,228,27
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Pneumonia(All Causes),14960,140
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Rabies,1,1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Syphilis,2795,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Neonatal,5,1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Other than Neonatal,5,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Viral Hepatitis(All Causes),3163,23
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Viral Meningitis,665,16
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Whooping Cough,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Acute Diarrhoeal Diseases,587000,32
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Acute Respiratory Infection,1555458,208
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Chicken Pox,794,3
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Cholera,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Diphtheria,4,1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Encephalitis,360,24
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Enteric Fever(Typhoid),81744,11
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Gonococcal Infection,3680,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Measles,38,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Meningococcal Meningitis,324,40
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Pneumonia(All Causes),17676,228
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Rabies,4,4
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Syphilis,2600,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Neonatal,9,2
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Other than Neonatal,6,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Viral Hepatitis(All Causes),4219,59
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Viral Meningitis,828,17
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Whooping Cough,1,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",,Acute Encephalitis Syndrome,21.68758524,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",,Chikungunya,681.1074068,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",,Dengue,2886.793441,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",,Influenza,279.0078534,8.206113335
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",,Japanese Encephalitis,0.586150952,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",,Kala-azar,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",,Malaria,9948.153965,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Acute Diarrhoeal Diseases,11648,2
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Acute Respiratory Infection,17681,2
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Chicken Pox,185,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Cholera,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Diphtheria,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Encephalitis,1,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Enteric Fever(Typhoid),1748,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Gonococcal Infection,6,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Measles,146,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Meningococcal Meningitis,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Pneumonia(All Causes),622,1
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Rabies,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Syphilis,11,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Neonatal,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Other than Neonatal,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Viral Hepatitis(All Causes),76,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Viral Meningitis,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Whooping Cough,8,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Acute Diarrhoeal Diseases,12240,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Acute Respiratory Infection,18569,1
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Chicken Pox,215,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Cholera,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Diphtheria,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Encephalitis,1,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Enteric Fever(Typhoid),1805,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Gonococcal Infection,2,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Measles,172,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Meningococcal Meningitis,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Pneumonia(All Causes),559,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Rabies,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Syphilis,5,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Neonatal,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Other than Neonatal,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Viral Hepatitis(All Causes),64,1
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Viral Meningitis,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Whooping Cough,7,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",,Acute Encephalitis Syndrome,5,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",,Chikungunya,133,
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",,Dengue,18,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",,Influenza,5,1
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",,Japanese Encephalitis,5,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",,Kala-azar,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",,Malaria,1546,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Acute Diarrhoeal Diseases,74121,72
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Acute Respiratory Infection,10327,76
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Chicken Pox,60,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Cholera,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Diphtheria,1343,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Encephalitis,2092,7
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Enteric Fever(Typhoid),5421,40
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Gonococcal Infection,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Measles,400,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Meningococcal Meningitis,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Pneumonia(All Causes),5415,40
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Rabies,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Syphilis,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Neonatal,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Other than Neonatal,831,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Viral Hepatitis(All Causes),348,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Viral Meningitis,206,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Whooping Cough,1478,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Acute Diarrhoeal Diseases,91226,167
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Acute Respiratory Infection,12507,149
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Chicken Pox,133,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Cholera,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Diphtheria,1819,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Encephalitis,3433,35
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Enteric Fever(Typhoid),9716,82
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Gonococcal Infection,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Measles,640,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Meningococcal Meningitis,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Pneumonia(All Causes),7275,87
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Rabies,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Syphilis,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Neonatal,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Tetanus Other than Neonatal,1249,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Viral Hepatitis(All Causes),1039,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Viral Meningitis,505,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Whooping Cough,2664,0
India,Assam,"Calendar Year (Jan - Dec), 2017",,Acute Encephalitis Syndrome,2077,178
India,Assam,"Calendar Year (Jan - Dec), 2017",,Chikungunya,41,
India,Assam,"Calendar Year (Jan - Dec), 2017",,Dengue,5024,1
India,Assam,"Calendar Year (Jan - Dec), 2017",,Influenza,199,5
India,Assam,"Calendar Year (Jan - Dec), 2017",,Japanese Encephalitis,604,87
India,Assam,"Calendar Year (Jan - Dec), 2017",,Kala-azar,0,0
India,Assam,"Calendar Year (Jan - Dec), 2017",,Malaria,5281,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Acute Diarrhoeal Diseases,142072,11
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Acute Respiratory Infection,470441,17
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Chicken Pox,702,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Cholera,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Diphtheria,14,1
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Encephalitis,137,3
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Enteric Fever(Typhoid),82345,1
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Gonococcal Infection,1001,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Measles,89,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Meningococcal Meningitis,165,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Pneumonia(All Causes),11367,4
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Rabies,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Syphilis,1466,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Neonatal,31,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Tetanus Other than Neonatal,32,4
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Viral Hepatitis(All Causes),16403,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Viral Meningitis,400,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Whooping Cough,111,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Acute Diarrhoeal Diseases,167783,8
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Acute Respiratory Infection,518052,19
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Chicken Pox,793,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Cholera,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Diphtheria,25,3
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Encephalitis,234,14
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Enteric Fever(Typhoid),88936,1
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Gonococcal Infection,45,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Measles,122,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Meningococcal Meningitis,213,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Pneumonia(All Causes),14991,7
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Rabies,2,2
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Syphilis,196,0
